record_index,Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
8936,1,0,308.3,10.9,1465,42.0,6443.41,13
2384,0,1,308.3,9.2,1506,38.0,5992.9,125
2044,1,0,309.1,9.8,1470,41.1,6326.85,118
4544,1,0,310.4,7.9,1349,55.1,7783.81,187
531,1,0,309.5,11.9,1549,34.9,5661.16,68
8854,0,1,309.0,11.3,1433,41.8,6272.65,16
1457,1,0,310.3,11.3,1475,42.4,6549.17,93
4558,1,0,310.7,8.0,1369,47.5,6809.66,11
7159,1,0,310.0,9.9,1511,41.7,6598.26,186
4577,1,0,311.2,8.2,1800,23.7,4467.34,61
786,1,0,308.1,11.2,1741,28.8,5250.73,60
6564,1,0,310.6,9.2,1557,38.2,6228.46,157
2105,1,0,309.1,9.8,1495,44.0,6888.47,55
1254,0,0,308.8,11.3,1430,49.4,7397.61,2
2302,1,0,308.5,9.3,1515,39.8,6314.29,141
4801,1,0,312.4,8.9,1574,32.7,5389.9,175
2138,1,0,309.0,9.7,1734,30.6,5556.47,154
6553,1,0,310.8,9.4,1389,52.7,7665.52,125
5228,0,1,313.1,9.2,1343,61.4,8635.21,14
5995,1,0,310.3,9.7,1920,22.3,4483.68,223
2667,0,1,309.3,9.5,1663,35.2,6130.04,208
4852,1,0,312.2,8.5,1619,34.9,5916.99,92
7514,1,0,311.8,11.4,1636,32.3,5533.69,7
3169,0,1,309.6,9.2,1675,35.5,6226.9,164
1551,1,0,308.8,10.4,1458,40.1,6122.52,111
5192,1,0,313.1,9.2,1310,62.9,8628.8,130
9707,1,0,310.1,11.1,1699,32.9,5853.53,87
1679,1,0,307.5,9.5,1792,27.9,5235.65,217
3506,0,0,310.8,9.2,1435,47.2,7092.88,152
6784,0,1,310.7,9.4,1391,52.5,7647.42,61
4019,0,1,310.9,8.9,1558,45.3,7390.85,193
7848,0,0,311.6,11.4,1547,37.7,6107.46,217
802,1,0,307.8,10.9,1571,35.0,5758.02,102
5919,1,0,310.3,9.7,1414,50.6,7492.53,25
480,1,0,309.0,11.6,1583,32.0,5304.68,166
4409,0,1,310.1,7.7,1358,54.6,7764.63,61
1252,1,0,308.8,11.3,1533,41.5,6662.22,223
9820,0,1,309.5,10.9,1568,36.7,6026.16,182
893,0,1,306.2,10.5,1423,42.5,6333.19,121
3015,1,0,309.7,9.2,1589,30.5,5075.19,198
3287,0,1,310.1,8.9,1558,32.6,5318.8,34
2378,1,0,308.2,9.1,1348,56.1,7919.2,110
7308,1,0,310.4,10.4,1333,49.1,6853.94,131
7658,0,1,311.6,11.2,1359,55.4,7884.2,160
9998,0,0,308.7,9.7,1408,48.5,7151.1,25
9616,1,0,310.1,11.2,1580,37.3,6171.55,100
5594,1,0,311.9,9.3,1598,35.5,5940.65,69
633,1,0,310.0,11.7,1442,43.9,6629.16,110
6948,1,0,311.2,10.5,1457,51.4,7842.44,61
9149,0,1,308.6,11.1,1429,50.5,7557.05,129
9068,0,0,308.2,11.1,1790,30.3,5679.69,128
2830,0,1,309.3,8.9,1411,41.6,6146.8,160
90,1,0,308.9,10.0,1753,25.8,4736.2,33
422,1,0,308.3,11.0,1333,55.2,7705.45,11
1499,0,1,308.8,10.7,2206,16.3,3765.49,195
8973,1,0,307.4,10.6,1549,48.3,7834.79,105
8518,0,1,309.6,11.3,1681,27.1,4770.52,194
438,1,0,308.4,11.0,1341,52.2,7330.4,49
6953,1,0,311.3,10.5,1462,41.4,6338.35,75
3795,0,1,310.8,8.7,1409,41.3,6093.82,39
8777,0,0,308.6,11.1,1481,38.8,6017.49,14
9754,0,1,309.7,11.2,1552,34.0,5525.85,205
9040,1,0,308.3,11.0,1550,37.0,6005.68,54
1929,0,1,307.8,9.8,1483,50.9,7904.74,26
5323,0,1,312.7,9.3,1399,48.4,7090.74,34
4335,1,0,309.9,8.2,1607,37.7,6344.33,93
903,1,0,306.2,10.5,2270,14.6,3470.62,149
4662,0,0,311.2,7.9,1607,31.7,5334.62,34
2592,1,0,308.6,9.7,1539,45.4,7316.83,4
2674,1,0,309.3,9.6,1546,37.2,6022.56,4
7106,1,0,310.5,9.7,1482,39.0,6052.59,47
9188,1,0,309.0,11.1,1502,40.2,6323.02,30
6879,0,0,311.2,10.4,2237,17.0,3982.39,95
264,1,0,308.2,10.1,1390,47.5,6914.12,33
15,1,0,309.2,10.6,1542,48.4,7815.53,42
3712,1,0,311.5,9.2,1543,33.1,5348.38,39
6939,0,1,311.3,10.6,1348,53.0,7481.6,35
2119,0,1,308.9,9.6,1858,24.7,4805.86,101
6888,0,1,311.4,10.5,1434,45.4,6817.63,118
8054,1,0,311.8,11.4,1405,47.9,7047.59,58
149,1,0,308.3,9.9,1473,39.9,6154.66,184
7773,1,0,311.4,11.1,1759,24.8,4568.21,34
9972,1,0,308.2,9.6,1390,51.4,7481.81,168
5770,1,0,311.2,9.6,1408,42.9,6325.41,89
9924,0,1,308.6,10.1,1384,54.4,7884.31,44
7225,0,1,309.7,9.9,1910,21.8,4360.32,141
9106,1,0,308.3,10.9,1854,21.8,4232.48,24
7826,1,0,311.1,11.3,1300,64.2,8739.91,165
1389,1,0,310.2,11.3,1533,42.8,6870.91,138
7666,0,1,311.7,11.1,1424,50.8,7575.34,182
8922,1,0,308.2,11.1,1399,42.6,6241.03,194
5754,1,0,311.5,9.4,1727,27.7,5009.57,50
4804,1,0,312.6,8.9,1621,38.8,6586.33,182
8485,1,0,309.5,11.1,1450,47.9,7273.31,112
5332,0,0,312.7,9.1,1403,46.2,6787.79,57
4519,1,0,310.4,8.0,1666,29.7,5181.55,125
3692,1,0,311.3,9.2,1758,24.4,4491.97,200
6400,1,0,309.7,9.6,1601,35.8,6002.1,160
7558,0,1,311.4,11.1,1386,48.1,6981.31,119
353,0,0,308.3,10.8,1674,30.0,5259.03,54
6183,0,0,310.9,9.9,1495,37.3,5839.54,21
7601,1,0,311.2,10.8,1351,62.0,8771.54,18
8941,0,1,308.3,11.0,1595,32.2,5378.3,29
804,0,1,307.8,10.9,1544,37.6,6079.44,109
7586,1,0,311.1,10.7,1589,35.5,5907.19,191
5931,1,0,310.4,10.1,1336,54.4,7610.86,52
2838,1,0,309.3,9.0,1478,39.5,6113.64,180
3289,0,1,310.1,8.9,1295,56.6,7675.64,39
4423,0,1,310.2,7.6,1563,39.0,6383.4,97
4817,1,0,312.1,8.6,1674,30.8,5399.27,0
6847,1,0,311.4,10.2,1757,28.0,5151.79,6
2599,0,1,308.9,9.7,1447,39.6,6000.57,22
508,1,0,309.3,11.6,1893,24.6,4876.57,15
8698,0,0,308.7,11.4,1438,46.2,6957.12,16
7995,1,0,312.2,11.2,1776,28.8,5356.29,138
9988,1,0,308.6,9.7,1771,24.1,4469.55,213
6685,1,0,310.9,9.3,1532,43.6,6994.78,15
1176,0,1,308.3,11.1,1429,42.0,6285.07,6
6639,1,0,310.5,9.1,1380,48.4,6994.44,131
5254,1,0,313.1,9.6,1897,23.6,4688.22,75
4724,1,0,311.9,8.5,1771,31.6,5860.49,202
877,0,1,306.2,10.6,1584,33.6,5573.44,81
3782,1,0,310.8,8.6,1827,23.8,4553.49,9
2649,0,1,309.5,9.6,1582,38.2,6328.47,160
3440,1,0,310.3,9.0,1460,41.5,6344.97,197
4983,1,0,313.1,9.3,1869,25.8,5049.61,211
7859,0,1,311.9,11.4,1370,44.8,6427.28,20
9920,0,0,308.7,10.2,1450,43.9,6665.94,28
8742,1,0,308.8,11.4,1467,39.0,5991.33,128
7503,0,1,311.7,11.4,1646,28.9,4981.46,198
2367,0,1,308.5,9.2,1496,39.4,6172.43,80
858,0,1,307.0,10.8,1516,37.6,5969.19,25
2574,1,0,309.3,9.8,1972,19.3,3985.59,177
1105,0,1,307.5,10.9,1734,27.0,4902.77,50
5203,0,1,312.6,8.9,1671,30.5,5337.09,163
4174,1,0,310.7,8.4,1499,37.8,5933.65,137
4529,0,1,310.4,8.0,1586,34.3,5696.73,149
6085,1,0,310.6,9.7,1538,36.7,5910.86,3
6777,1,0,310.7,9.5,1951,21.3,4351.77,44
1534,1,0,308.8,10.8,1757,29.1,5354.18,71
9947,0,1,307.9,9.7,1529,36.6,5860.26,105
2309,1,0,308.6,9.5,1611,31.4,5297.29,161
8108,0,1,311.8,11.5,1607,33.7,5671.19,199
8960,1,0,307.9,10.6,1797,24.7,4648.08,75
6058,0,1,310.9,10.0,1636,35.3,6047.65,153
4729,1,0,311.8,8.4,1306,61.0,8342.6,215
3153,0,1,309.9,9.4,1483,49.3,7656.26,124
7258,1,0,310.4,10.1,1742,25.9,4724.72,7
127,1,0,308.6,9.7,1413,46.5,6880.56,122
419,0,1,308.3,11.0,1501,38.2,6004.44,2
682,0,0,309.0,11.2,1410,48.8,7205.56,23
2898,0,1,309.5,8.9,1550,40.2,6525.09,96
5374,1,0,312.3,9.4,1515,40.8,6472.94,183
77,1,0,308.9,10.1,1455,41.3,6292.77,208
1620,1,0,307.7,9.8,1492,43.7,6827.77,59
9996,0,0,308.4,9.5,1632,31.8,5434.7,17
7119,1,0,310.5,9.5,1378,44.4,6407.09,83
4920,1,0,312.2,8.8,1337,69.4,9716.72,52
1194,0,1,308.1,11.1,1507,43.1,6801.73,51
1047,0,1,307.7,11.1,1474,52.6,8119.17,101
6560,1,0,310.8,9.2,1961,21.8,4476.75,148
521,1,0,309.4,11.9,1497,35.8,5612.2,44
8005,1,0,312.0,11.2,1477,37.3,5769.23,164
3912,1,0,311.4,9.0,1475,40.4,6240.25,126
8525,1,0,309.4,11.1,1378,52.3,7547.09,12
5884,0,1,311.1,9.8,1438,43.0,6475.24,137
9810,1,0,309.0,10.9,1502,40.9,6433.12,153
9809,0,1,309.0,10.8,1353,50.3,7126.8,150
9800,0,0,309.3,10.8,1421,50.3,7484.98,124
9333,1,0,309.0,10.5,1450,40.5,6149.67,199
4221,1,0,310.6,8.7,1467,39.3,6037.42,32
7678,0,1,311.7,11.1,1389,52.1,7578.24,210
2282,1,0,308.7,9.3,1459,47.6,7272.62,96
5425,1,0,312.2,9.7,1775,27.9,5185.98,56
4412,1,0,310.5,7.9,1450,43.2,6559.65,68
7727,0,1,311.9,11.2,1657,30.9,5361.79,116
617,0,1,310.0,11.9,1393,43.1,6287.2,65
7569,1,0,311.0,10.8,1255,71.8,9436.19,149
6065,1,0,310.9,9.9,1568,38.2,6272.46,172
4591,0,0,311.2,8.3,2102,17.8,3918.15,91
6109,0,1,310.9,10.1,1514,38.7,6135.72,66
280,0,1,308.1,10.0,1456,43.7,6663.02,80
6931,0,1,311.4,10.6,1521,39.9,6355.22,15
8057,1,0,311.5,11.3,1549,37.2,6034.25,67
8297,0,1,310.2,11.4,1595,33.1,5528.63,34
3817,0,1,310.6,8.5,1421,52.0,7737.95,95
636,1,0,309.9,11.6,1463,43.9,6725.7,116
4684,0,1,311.8,8.2,1421,44.8,6666.54,101
8569,1,0,308.6,10.7,1757,27.5,5059.8,118
5078,0,1,313.4,9.1,1482,43.8,6797.53,41
6194,1,0,310.8,9.9,1571,39.9,6564.14,51
4557,1,0,310.6,7.9,1686,26.3,4643.46,9
7096,1,0,310.2,9.6,1489,47.8,7453.34,21
1173,0,0,308.0,10.9,1559,38.8,6334.41,229
5944,0,1,310.6,9.9,1484,38.0,5905.36,84
2959,0,1,309.4,8.7,1589,35.0,5823.99,52
9266,1,0,308.9,10.7,1737,25.5,4638.4,26
7449,1,0,311.8,11.5,1418,45.9,6815.81,53
6745,0,1,311.1,9.3,1395,44.6,6515.35,171
6607,1,0,310.5,9.0,1556,39.1,6371.11,48
94,1,0,308.9,9.9,1622,31.9,5418.39,42
445,1,0,308.6,11.1,1793,26.7,5013.26,70
1729,0,1,307.7,9.4,1439,43.8,6600.3,111
8519,1,0,309.6,11.3,1420,44.1,6557.76,197
9700,0,1,309.8,10.9,1353,53.7,7608.53,71
5140,0,1,313.6,9.3,1585,32.1,5327.98,202
8895,0,0,308.6,11.2,1461,40.1,6135.12,126
6158,1,0,311.0,9.9,1677,29.1,5110.4,188
2529,0,1,308.6,9.8,1571,33.7,5544.15,61
6956,0,1,311.2,10.4,1434,39.1,5871.57,82
9424,0,1,308.5,10.5,1585,33.0,5477.37,24
9603,0,1,310.1,11.2,1549,40.2,6520.88,65
5910,0,1,310.3,9.5,1458,43.4,6626.37,0
5991,1,0,310.7,10.0,1416,40.4,5990.64,214
5098,1,0,313.4,9.2,1475,40.2,6209.36,98
5063,0,0,312.9,8.9,1495,46.6,7295.51,0
8772,1,0,308.6,11.1,1621,28.9,4905.8,0
726,0,1,308.8,11.4,1628,37.4,6376.09,144
9309,1,0,309.2,10.9,1562,37.6,6150.32,137
5437,0,1,312.6,9.7,1394,46.4,6773.44,82
4855,1,0,312.3,8.6,1375,46.2,6652.32,98
8461,1,0,309.9,11.2,1446,43.3,6556.69,46
2613,0,1,309.1,9.8,1571,38.3,6300.91,59
4853,1,0,312.2,8.5,1487,34.0,5294.42,94
9033,1,0,308.2,10.8,1386,41.0,5950.8,35
6107,1,0,311.0,10.1,1438,49.0,7378.76,61
1267,0,1,309.6,11.5,1549,38.7,6277.56,43
1561,1,0,308.4,10.2,1388,53.8,7819.88,137
6067,1,0,311.0,10.0,1582,37.5,6212.5,176
458,1,0,308.6,11.3,1486,42.6,6629.14,105
7664,0,0,311.7,11.2,1454,50.3,7658.8,175
9208,1,0,308.9,10.9,1406,40.9,6021.95,77
9692,0,1,310.0,11.0,1667,30.0,5237.03,53
7620,1,0,311.5,11.0,1651,36.9,6379.73,65
3277,1,0,310.1,8.8,1531,41.6,6669.56,9
9918,1,0,308.8,10.4,1352,56.7,8027.65,24
3859,1,0,311.5,8.9,1599,37.0,6195.53,211
1695,1,0,307.6,9.6,1509,41.6,6573.72,33
602,1,0,309.8,11.9,2000,21.3,4461.06,29
6453,1,0,310.2,9.5,1807,24.2,4579.33,77
8982,1,0,307.7,10.7,1315,60.1,8276.16,128
8150,0,1,310.7,11.2,1424,41.3,6158.69,101
9956,0,1,307.8,9.6,1578,34.5,5701.05,127
9072,0,0,308.1,10.9,1770,27.2,5041.63,140
5362,1,0,312.6,9.4,1281,57.0,7646.32,144
583,0,0,309.6,11.9,1697,32.2,5722.24,210
4700,1,0,311.7,8.2,1620,31.0,5259.03,141
9961,1,0,307.9,9.7,1399,54.9,8043.01,139
8811,1,0,308.5,11.3,1574,35.8,5900.87,95
1994,0,1,307.9,9.7,1403,45.1,6626.17,193
7421,0,1,311.4,11.3,1342,48.5,6815.89,203
290,1,0,308.4,10.3,1438,45.6,6866.77,105
9662,0,1,310.1,11.0,1570,30.9,5080.27,226
4472,1,0,310.6,7.9,1501,48.7,7654.88,4
1236,0,0,308.4,11.3,1359,46.6,6631.84,176
3296,0,1,310.3,9.1,1379,43.2,6238.45,56
2018,1,0,308.5,9.8,1375,46.4,6681.12,48
8290,0,1,310.6,11.7,1679,35.8,6294.52,14
4521,1,0,310.4,8.0,1865,23.9,4667.73,129
2251,0,0,308.3,9.2,1424,43.4,6471.85,16
5464,0,1,312.4,9.5,1659,33.1,5750.47,152
7418,0,1,311.4,11.2,1427,39.7,5932.57,196
6023,0,1,310.9,10.2,1369,51.2,7340.1,63
6554,0,1,310.7,9.3,1639,29.8,5114.74,127
7882,0,0,312.3,11.6,1670,27.3,4774.28,81
4487,1,0,310.5,8.0,1436,36.5,5488.78,43
6136,0,0,310.8,9.9,1390,40.6,5909.75,131
5666,1,0,311.4,9.2,1430,43.1,6454.19,29
9426,1,0,308.7,10.6,1341,55.7,7821.91,30
4973,1,0,312.7,8.9,1461,38.2,5844.43,188
5442,1,0,312.7,9.6,1353,51.8,7339.33,97
2987,0,1,309.8,9.2,1659,28.9,5020.8,127
6257,1,0,310.7,9.6,1376,49.1,7075.03,0
5158,1,0,313.3,9.2,1459,50.3,7685.14,39
9294,1,0,309.0,10.9,1437,36.2,5447.46,95
7040,1,0,310.6,9.9,1720,30.3,5457.57,96
8435,0,1,310.0,11.3,1519,38.1,6060.54,198
669,0,0,308.9,11.4,1471,37.7,5807.41,197
9246,1,0,308.9,10.6,1862,27.0,5264.68,172
1177,0,1,308.3,11.1,1604,39.4,6618.04,9
6837,0,1,311.0,10.0,1423,38.6,5752.03,199
9523,1,0,310.2,11.2,1494,40.6,6351.92,67
4237,1,0,311.0,8.8,1832,23.2,4450.84,70
2288,0,1,308.6,9.2,1541,39.1,6309.69,109
9825,1,0,309.2,10.8,1610,32.4,5462.6,194
4129,0,1,310.3,8.5,1666,32.7,5704.94,19
4386,1,0,309.7,7.8,1719,31.9,5742.42,0
5343,1,0,312.8,9.3,1607,38.4,6462.13,92
2571,0,1,309.2,9.7,1497,40.9,6411.71,169
6460,1,0,310.0,9.4,1313,52.9,7273.59,93
3872,1,0,311.9,9.2,1389,46.5,6763.69,15
2294,1,0,308.8,9.4,1627,32.6,5554.36,124
558,1,0,309.4,11.9,1650,34.6,5978.45,142
7937,1,0,311.7,10.9,1578,31.4,5188.78,219
400,1,0,308.5,11.1,2100,16.9,3716.5,176
8464,0,0,309.7,11.1,1672,27.5,4815.01,54
7227,1,0,309.6,9.9,1720,27.1,4881.2,146
8048,1,0,311.9,11.3,1413,41.3,6111.12,43
4652,1,0,311.2,8.1,1452,52.9,8043.61,11
1906,1,0,307.6,9.7,1430,52.4,7846.86,178
475,1,0,309.1,11.7,1380,41.1,5939.5,152
6861,0,0,311.3,10.2,2207,16.6,3836.53,43
5959,1,0,310.8,10.2,1378,51.2,7388.36,119
1383,0,1,310.2,11.3,1331,49.0,6829.72,121
9602,1,0,310.2,11.3,1705,32.5,5802.78,63
6062,0,1,311.2,10.1,1407,53.0,7809.06,165
2475,1,0,308.5,9.6,1459,43.1,6585.08,147
8841,1,0,308.7,11.4,1506,39.3,6197.92,187
863,1,0,306.7,10.7,1416,44.2,6554.12,46
4930,1,0,312.3,8.9,1663,33.9,5903.65,78
7701,0,0,311.7,10.9,1468,38.7,5949.3,39
5076,1,0,313.2,9.0,1464,44.9,6883.61,37
4511,1,0,310.2,7.7,1454,43.0,6547.29,108
6505,1,0,310.1,9.0,1457,39.6,6042.04,215
2463,1,0,308.5,9.6,1580,39.1,6469.38,119
7373,1,0,310.1,10.5,1553,38.0,6179.93,83
397,0,1,308.3,10.9,1774,28.9,5368.84,166
2905,1,0,309.4,8.8,1552,36.4,5915.91,113
2629,1,0,309.7,9.7,1586,37.8,6278.03,103
8809,1,0,308.5,11.2,1503,43.3,6815.15,90
7430,0,1,311.4,11.4,1384,46.1,6681.37,7
4360,1,0,310.1,8.0,1543,35.8,5784.66,164
3665,0,1,311.8,9.4,1358,50.6,7195.8,133
6152,0,1,311.1,10.0,1592,35.7,5951.68,174
300,1,0,308.4,10.6,1622,38.3,6505.46,134
6218,0,0,310.6,9.6,1366,50.6,7238.19,106
4276,0,1,310.4,8.2,1456,47.5,7242.42,167
969,1,0,306.6,10.7,1412,41.0,6062.44,109
4650,1,0,311.4,8.1,1658,30.5,5295.57,7
6936,1,0,311.1,10.5,1471,40.7,6269.54,26
7904,0,1,312.4,11.6,1811,25.1,4760.15,136
1579,1,0,308.3,10.0,1444,43.8,6623.23,176
7698,1,0,311.5,10.9,1419,38.6,5735.86,31
8333,0,1,309.7,10.9,1477,48.5,7501.55,138
170,0,1,308.2,9.8,1610,35.0,5900.96,24
4937,1,0,312.3,8.9,1540,38.7,6241.09,96
3424,1,0,310.5,9.0,1593,32.9,5488.33,155
1543,1,0,308.9,10.5,1628,34.9,5949.88,93
4734,1,0,311.5,8.3,1507,39.2,6186.26,225
7101,1,0,310.2,9.4,1850,22.8,4417.08,33
2290,0,1,308.7,9.2,1321,51.9,7179.58,114
4161,0,0,310.3,8.4,1653,32.4,5608.5,100
3347,1,0,310.6,9.3,1529,41.8,6692.87,176
6715,1,0,310.6,9.3,1576,30.4,5017.17,92
4931,0,1,312.1,8.8,1693,30.0,5318.72,80
9094,0,1,308.1,10.8,1370,58.8,8435.8,199
6112,1,0,310.8,10.1,1925,22.0,4434.88,74
1794,0,1,307.8,9.7,1514,43.5,6896.74,78
8200,1,0,310.8,11.5,1426,42.4,6331.61,0
6182,1,0,310.8,9.8,1475,35.3,5452.5,19
8384,1,0,309.7,10.9,1450,43.1,6544.46,63
1898,1,0,307.5,9.7,1372,54.1,7772.84,157
4362,1,0,310.1,8.0,1447,46.6,7061.27,169
2842,1,0,309.3,9.0,1345,53.5,7535.37,192
9445,0,1,309.0,10.8,1446,45.8,6935.25,80
3629,1,0,311.3,9.2,1415,44.1,6534.67,43
9909,1,0,309.1,10.4,1607,32.7,5502.91,2
2778,1,0,309.4,9.4,1308,50.2,6876.07,32
5724,1,0,311.8,9.5,1433,50.3,7548.19,183
2728,1,0,309.3,9.6,1779,25.5,4750.56,129
7693,1,0,311.6,11.0,1964,21.4,4401.33,15
2515,1,0,308.5,9.7,1490,35.0,5461.14,29
3965,1,0,311.5,9.2,1507,37.5,5917.98,55
7190,1,0,310.3,10.0,1345,46.3,6521.27,50
6469,0,1,309.6,9.2,1521,35.0,5574.76,119
2697,1,0,309.6,9.6,1618,28.7,4862.83,53
7010,0,1,310.5,10.0,1469,42.9,6599.45,14
3515,0,1,311.1,9.2,1605,40.0,6723.01,179
1886,1,0,307.6,9.7,1503,40.7,6405.93,124
2423,0,1,308.2,9.3,2022,20.0,4234.87,23
4331,0,1,309.9,8.3,1746,31.1,5686.35,83
2097,0,1,309.4,10.0,1326,47.5,6595.77,35
8203,0,1,310.9,11.5,1473,40.1,6185.51,7
6793,1,0,310.7,9.4,1608,31.4,5287.43,86
1410,0,1,310.1,11.2,1469,53.2,8183.93,189
3034,0,0,309.7,9.1,1470,43.8,6742.49,18
5186,1,0,313.0,9.0,2354,15.0,3697.65,117
1992,1,0,307.8,9.6,1375,46.6,6709.92,188
3934,0,1,311.6,9.0,1518,39.0,6199.62,184
5882,1,0,311.1,9.7,1469,36.9,5676.45,133
8500,1,0,309.5,11.2,1711,30.3,5429.02,148
6357,1,0,309.8,9.6,1398,54.8,8022.62,39
3543,1,0,310.9,9.1,1449,36.5,5538.47,33
3750,1,0,311.1,8.8,1589,29.9,4975.35,141
5567,0,1,312.0,9.5,1445,54.8,8292.34,0
2705,1,0,309.2,9.5,1326,64.8,8998.02,71
78,1,0,308.9,10.1,1398,51.5,7539.51,0
5244,1,0,313.0,9.4,1593,31.6,5271.47,52
4431,0,0,310.2,7.9,1443,54.6,8250.64,120
6843,1,0,311.3,10.0,1509,42.5,6715.94,213
4278,1,0,310.1,8.1,1409,50.4,7436.53,172
3958,1,0,311.3,9.1,1378,55.5,8008.86,35
3158,1,0,309.7,9.3,1679,30.1,5292.32,136
5175,1,0,313.4,9.2,1740,23.7,4318.43,86
7000,0,1,310.6,10.0,1463,45.5,6970.83,196
8052,1,0,311.9,11.4,1403,45.7,6714.33,54
8748,1,0,308.5,11.2,1384,39.6,5739.31,144
4088,1,0,310.5,8.6,1477,42.4,6558.05,128
4612,1,0,311.3,8.3,2194,16.5,3790.96,148
3266,1,0,310.1,8.8,1269,56.8,7548.12,195
2360,0,0,308.4,9.2,1388,53.2,7732.67,59
1927,0,0,307.8,9.8,1314,47.8,6577.36,19
47,1,0,309.1,10.3,1418,46.3,6875.21,133
1774,0,1,308.0,9.5,1519,37.3,5933.29,29
4491,0,0,310.4,7.8,1409,53.3,7864.42,52
709,0,1,308.8,11.2,1357,49.7,7062.6,104
3013,1,0,309.6,9.1,1390,48.4,7045.13,194
499,1,0,309.1,11.6,1515,35.1,5568.63,213
7508,0,1,311.9,11.4,1730,27.5,4982.04,209
8595,0,1,308.2,10.7,1624,30.9,5255.0,186
4941,0,1,312.7,9.1,1699,31.5,5604.44,105
1422,1,0,309.8,11.1,1530,35.5,5687.85,0
8926,0,1,308.3,11.0,1459,59.6,9106.05,207
1274,0,0,309.5,11.4,1530,40.2,6440.89,65
9038,1,0,308.3,11.0,2358,14.9,3679.24,49
3084,0,0,309.4,9.3,1329,55.2,7682.33,143
3701,1,0,311.2,9.1,1417,48.0,7122.62,13
7563,0,1,311.2,10.8,1831,23.4,4486.76,133
6442,1,0,310.2,9.5,1348,54.8,7735.69,50
9683,0,1,310.0,11.0,1338,56.4,7902.49,29
9876,0,0,309.7,10.9,1461,55.1,8430.06,118
4171,0,1,310.5,8.3,1832,23.7,4546.76,129
9790,1,0,309.5,10.9,1483,43.2,6708.93,92
5511,1,0,312.1,9.3,1958,20.3,4162.34,56
5153,1,0,313.4,9.2,1644,31.7,5457.45,23
6178,1,0,310.9,9.8,1282,67.9,9115.62,10
5285,1,0,313.1,9.3,1523,39.8,6347.63,150
8666,1,0,308.7,11.2,1407,42.5,6261.98,145
1844,0,1,307.1,9.5,1471,44.9,6916.52,14
9797,0,1,309.2,10.8,1597,33.5,5602.45,116
2582,1,0,309.0,9.8,1615,33.7,5699.43,193
8312,0,1,310.0,11.2,1529,38.5,6164.49,77
5461,0,1,312.3,9.4,1339,52.1,7305.45,145
2904,1,0,309.4,8.8,2496,13.5,3528.64,111
2500,1,0,308.9,9.8,1617,32.3,5469.42,223
6628,1,0,310.5,8.9,1593,34.5,5755.24,102
9225,1,0,309.1,11.1,1820,23.6,4497.92,120
2786,0,1,309.5,9.3,1630,28.3,4830.62,51
2327,0,1,308.7,9.4,1420,50.3,7479.71,208
2281,1,0,308.7,9.4,1536,38.9,6257.05,94
8680,1,0,308.5,11.3,1494,39.6,6195.47,181
5877,1,0,311.1,9.6,1458,41.4,6321.01,123
8690,1,0,308.5,11.4,1323,44.4,6151.36,207
2531,0,1,308.5,9.7,1510,38.7,6119.51,66
6386,1,0,309.7,9.5,1656,34.3,5948.17,120
2890,1,0,309.7,9.1,1593,32.4,5404.92,76
3509,1,0,311.0,9.2,1771,27.2,5044.48,162
8890,1,0,308.8,11.1,1616,34.2,5787.57,114
9717,1,0,309.9,11.0,1500,44.2,6942.92,115
7460,1,0,311.5,11.5,1445,41.6,6294.91,81
8964,0,1,307.9,10.7,1456,44.9,6845.99,85
9585,0,1,310.5,11.2,1563,42.1,6890.8,19
5855,0,1,310.9,9.7,1424,45.2,6740.27,68
5200,1,0,312.8,9.0,1416,58.7,8704.22,156
6284,0,1,310.8,9.6,1734,31.3,5683.58,64
3109,1,0,309.2,9.3,1491,44.3,6916.88,214
7466,0,0,311.6,11.3,1801,23.6,4450.97,97
1960,1,0,307.6,9.8,1446,51.4,7783.23,105
7158,1,0,310.0,9.8,1389,53.6,7796.43,184
8550,1,0,309.2,10.9,1456,45.5,6937.47,75
9785,0,0,309.7,11.0,1697,29.8,5295.74,74
1291,0,1,309.7,11.1,1675,28.4,4981.52,115
5502,1,0,312.1,9.5,1439,52.3,7881.18,35
6081,1,0,310.7,9.8,1517,41.7,6624.46,210
3570,0,0,310.6,8.8,1441,46.3,6986.72,100
6586,1,0,310.6,9.1,1453,44.0,6694.94,208
8275,0,1,310.6,11.7,1720,25.3,4556.98,197
1830,1,0,307.3,9.5,1859,24.0,4672.18,178
5857,1,0,310.9,9.6,1760,23.9,4404.93,76
9742,1,0,310.2,11.3,1623,37.2,6322.52,177
2899,1,0,309.4,8.8,1410,40.6,5994.79,99
6216,1,0,310.8,9.7,1724,27.5,4964.76,101
2545,0,1,309.0,9.8,1541,36.3,5857.85,104
2888,0,1,309.6,9.0,1365,50.0,7147.12,70
2127,0,0,309.0,9.7,1425,40.6,6058.56,123
2453,1,0,308.6,9.6,1648,30.8,5315.41,98
2439,1,0,308.4,9.3,1693,31.6,5602.38,65
7743,1,0,311.9,11.4,1710,28.4,5085.61,158
8651,0,1,308.4,11.0,1564,35.0,5732.36,105
4659,0,1,311.2,8.1,1489,44.5,6938.78,27
9672,0,0,310.2,11.2,1744,31.5,5752.88,0
9284,1,0,308.9,10.7,1683,31.7,5586.91,74
